camera_dep,camera_ent,day,dep_cam_part_dep,dep_cam_part_ent,dep_frame_dep,dep_frame_ent,ent_cam_part_dep,ent_cam_part_ent,ent_frame_dep,ent_frame_ent,hour,id_dep,id_ent,t_delta,track_dep,track_ent,track_len_dep,track_len_ent,transit
6.0,7.0,14.0,6_5,7_1,2006.0,2042.0,6_3,7_7,1922.0,2013.0,19.0,14_19_6_3,14_19_7_4,4.1764705882352935,3.0,4.0,82.0,30.0,7.0
9.0,10.0,7.0,9_2,10_1,1516.0,1569.0,9_0,10_8,1288.0,1522.0,15.0,7_15_9_7,7_15_10_29,4.181818181818182,7.0,29.0,225.0,48.0,6.0
9.0,10.0,12.0,9_2,10_0,2609.0,2755.0,9_0,10_8,2456.0,2615.0,19.0,12_19_9_29,12_19_10_36,4.181818181818182,29.0,36.0,154.0,113.0,6.0
4.0,2.0,12.0,4_5,2_0,5513.0,5671.0,4_6,2_1,5336.0,5521.0,13.0,12_13_4_354,12_13_2_203,4.2368421052631575,354.0,203.0,168.0,151.0,8.0
2.0,3.0,1.0,2_2,3_4,5137.0,5545.0,2_2,3_5,5079.0,5146.0,17.0,1_17_2_56,1_17_3_157,4.2727272727272725,56.0,157.0,59.0,400.0,9.0
14.0,13.0,15.0,14_8,13_3,3325.0,3374.0,14_1,13_8,3284.0,3334.0,13.0,15_13_14_39,15_13_13_110,4.2727272727272725,39.0,110.0,42.0,41.0,9.0
4.0,3.0,9.0,4_8,3_0,2089.0,2219.0,4_8,3_4,2012.0,2099.0,9.0,9_9_4_58,9_9_3_52,4.279999999999999,58.0,52.0,78.0,118.0,10.0
9.0,10.0,13.0,9_2,10_0,1803.0,2046.0,9_0,10_5,1777.0,1812.0,13.0,13_13_9_104,13_13_10_166,4.294117647058823,104.0,166.0,27.0,198.0,9.0
7.0,6.0,5.0,7_8,6_0,1944.0,2016.0,7_1,6_8,1920.0,1952.0,13.0,5_13_7_63,5_13_6_58,4.3076923076923075,63.0,58.0,25.0,65.0,8.0
12.0,13.0,4.0,12_2,13_0,5470.0,5538.0,12_0,13_8,5323.0,5478.0,13.0,4_13_12_101,4_13_13_266,4.37037037037037,101.0,266.0,148.0,61.0,8.0
9.0,10.0,5.0,9_2,10_4,4221.0,4290.0,9_4,10_1,4173.0,4234.0,13.0,5_13_9_130,5_13_10_167,4.375,130.0,167.0,26.0,40.0,13.0
3.0,2.0,3.0,3_5,2_0,3605.0,3757.0,3_0,2_2,3487.0,3608.0,11.0,3_11_3_143,3_11_2_120,4.375,143.0,120.0,119.0,131.0,3.0
13.0,12.0,13.0,13_8,12_0,2292.0,2435.0,13_3,12_2,2254.0,2300.0,11.0,13_11_13_67,13_11_12_72,4.444444444444445,67.0,72.0,39.0,136.0,8.0
13.0,12.0,20.0,13_8,12_2,2589.0,2634.0,13_0,12_2,2507.0,2597.0,11.0,20_11_13_72,20_11_12_60,4.444444444444445,72.0,60.0,83.0,34.0,8.0
10.0,9.0,20.0,10_5,9_0,437.0,473.0,10_0,9_1,380.0,446.0,19.0,20_19_10_16,20_19_9_13,4.478260869565218,16.0,13.0,53.0,28.0,9.0
7.0,6.0,15.0,7_8,6_0,3550.0,3608.0,7_1,6_4,3521.0,3557.0,11.0,15_11_7_122,15_11_6_130,4.487179487179487,122.0,130.0,30.0,52.0,7.0
7.0,6.0,4.0,7_8,6_3,5262.0,5292.0,7_6,6_4,5090.0,5269.0,17.0,4_17_7_182,4_17_6_85,4.487179487179487,182.0,85.0,161.0,24.0,7.0
7.0,6.0,6.0,7_8,6_3,587.0,632.0,7_6,6_4,484.0,594.0,15.0,6_15_7_10,6_15_6_21,4.487179487179487,10.0,21.0,104.0,39.0,7.0
7.0,6.0,2.0,7_8,6_0,3172.0,3247.0,7_1,6_4,3145.0,3188.0,9.0,2_9_7_44,2_9_6_40,4.512820512820513,44.0,40.0,28.0,60.0,16.0
7.0,6.0,5.0,7_8,6_0,4100.0,4143.0,7_1,6_4,4064.0,4116.0,13.0,5_13_7_96,5_13_6_125,4.512820512820513,96.0,125.0,37.0,28.0,16.0
6.0,5.0,19.0,6_8,5_6,1208.0,1246.0,6_0,5_1,1130.0,1215.0,19.0,19_19_6_9,19_19_5_3,4.6,9.0,3.0,79.0,32.0,7.0
6.0,5.0,13.0,6_8,5_7,1980.0,2022.0,6_0,5_1,1909.0,1987.0,13.0,13_13_6_91,13_13_5_56,4.6,91.0,56.0,72.0,36.0,7.0
9.0,10.0,13.0,9_2,10_1,3701.0,3748.0,9_0,10_1,3550.0,3723.0,19.0,13_19_9_55,13_19_10_83,4.625,55.0,83.0,125.0,26.0,22.0
9.0,10.0,3.0,9_2,10_0,370.0,551.0,9_0,10_1,227.0,392.0,11.0,3_11_9_4,3_11_10_14,4.625,4.0,14.0,144.0,155.0,22.0
4.0,2.0,18.0,4_8,2_0,5536.0,5608.0,4_6,2_1,5411.0,5545.0,19.0,18_19_4_185,18_19_2_93,4.647058823529412,185.0,93.0,73.0,46.0,9.0
4.0,2.0,12.0,4_2,2_0,3581.0,3688.0,4_6,2_4,3401.0,3589.0,13.0,12_13_4_211,12_13_2_143,4.666666666666666,211.0,143.0,165.0,80.0,8.0
13.0,12.0,20.0,13_8,12_0,4226.0,4350.0,13_8,12_1,4176.0,4234.0,17.0,20_17_13_100,20_17_12_92,4.733333333333333,100.0,92.0,51.0,115.0,8.0
12.0,13.0,3.0,12_2,13_0,2860.0,2953.0,12_7,13_5,2835.0,2869.0,13.0,3_13_12_76,3_13_13_68,4.742857142857143,76.0,68.0,26.0,85.0,9.0
2.0,4.0,19.0,2_8,4_6,792.0,940.0,2_0,4_4,688.0,799.0,13.0,19_13_2_23,19_13_4_76,4.8,23.0,76.0,97.0,134.0,7.0
2.0,4.0,5.0,2_2,4_6,1498.0,1558.0,2_0,4_7,1469.0,1510.0,13.0,5_13_2_39,5_13_4_68,4.904761904761905,39.0,68.0,30.0,49.0,12.0
4.0,3.0,10.0,4_8,3_0,5748.0,5811.0,4_6,3_8,5655.0,5757.0,17.0,10_17_4_147,10_17_3_77,4.928571428571429,147.0,77.0,76.0,55.0,9.0
4.0,3.0,4.0,4_8,3_3,3994.0,4182.0,4_6,3_8,3582.0,4003.0,9.0,4_9_4_62,4_9_3_55,4.928571428571429,62.0,55.0,408.0,158.0,9.0
14.0,13.0,18.0,14_8,13_0,4727.0,4818.0,14_1,13_1,4700.0,4735.0,9.0,18_9_14_37,18_9_13_51,4.9714285714285715,37.0,51.0,28.0,67.0,8.0
